PMID	PubDate	Species
26256766	2016 Jan	Mouse
26253096	2016 Jul	Mouse
26245691	2015 Nov	Mouse
26245312	2015 Nov	Mouse
26241779	2016 Jan	Mouse
26224539	2015 Dec	Mouse
26216049	2015 Sep	Mouse
26213210	2015 Nov	Mouse
26209889	2015 Dec	Mouse
26208633	2015 Sep 1	Mouse
26198357	2015 Jul 21	Mouse
26198356	2015 Jul 21	Mouse
26182366	2015 Apr 25	Mouse
26171147	2015 Jul	Mouse
26170306	2015 Jul 28	Mouse
26152200	2015 Oct 1	Mouse
26151638	2015	Mouse
26141762	2015 Jul 15	Mouse
26138248	2015 Aug	Mouse
26133911	2015 Sep	Mouse
26120841	2015	Mouse
26109786	2015 Jun	Mouse
26108578	2015 Jun 25	Mouse
26103880	2015 Oct	Mouse
26097038	2015 Oct	Mouse
26092928	2015 Oct	Mouse
26067584	2015 Oct	Mouse
26045176	2015 Oct	Mouse
26025096	2015 May 30	Mouse
26018435	2015 Sep	Mouse
26016689	2015 Dec	Mouse
26015264	2015 Dec	Mouse
26010756	2015	Mouse
26000299	2015	Mouse
25989359	2015 Oct	Mouse
25985971	2016 May	Mouse
25977571	2015 May	Mouse
25976248	2015 Jul	Mouse
25971876	2015 Jun	Mouse
25969431	2015 Dec	Mouse
25964075	2015 May 12	Mouse
25953896	2015 Jun 26	Mouse
25945040	2015	Mouse
25940958	2015 May	Mouse
25940877	2015 Sep	Mouse
25939531	2015 Sep	Mouse
25937028	2015 Sep	Mouse
25937027	2015 Sep	Mouse
25917196	2015 May	Mouse
25909759	2015 Jun	Mouse
25903444	2015 Nov	Mouse
25891852	2015 May	Mouse
25889639	2015 May 8	Mouse
25888819	2015 Feb 16	Mouse
25887369	2015 Sep	Mouse
25876463	2015 Jun	Mouse
25865393	2015 Aug	Mouse
25845347	2015 Jun	Mouse
25837919	2015 Mar	Mouse
25828538	2015 Nov	Mouse
25824140	2015 May	Mouse
25817731	2015 May 8	Mouse
25817332	2015 Jun 1	Mouse
25800415	2015 Aug	Mouse
25799352	2016 Nov	Mouse
25797646	2015 May	Mouse
25780732	2015 Feb 1	Mouse
25764208	2015	Mouse
25749876	2015 Jun	Mouse
25749104	2015	Mouse
25748082	2015 Jul	Mouse
25737402	2015 Jul	Mouse
25736064	2015 May	Mouse
25733872	2015 Mar 10	Mouse
25732515	2015 Jul	Mouse
25728278	2015 Apr 13	Mouse
25712012	2017 Apr	Mouse
25708836	2015 Jun	Mouse
25708245	2015 Jun	Mouse
25707934	2015 Jul	Mouse
25697137	2015 May	Mouse
25693634	2015 Jun	Mouse
25680653	2015 Jun	Mouse
25680539	2015 May	Mouse
25659934	2015 Apr 2	Mouse
25659654	2015 Jun	Mouse
25656376	2015 Feb 6	Mouse
25655679	2015 Jun	Mouse
25655021	2015 Sep	Mouse
25631385	2015 Jan 29	Mouse
25629889	2015 Mar 18	Mouse
25628784	2014	Mouse
25617057	2015 Jan 24	Mouse
25604429	2015 May	Mouse
25600960	2015 Apr	Mouse
25600705	2015 Jan 20	Mouse
25596416	2015 Mar 1	Mouse
25593283	2015 Mar 15	Mouse
25592835	2015 Feb 13	Mouse
25589512	2015 Mar	Mouse
25585625	2015 Jul	Mouse
25573665	2015 Mar	Mouse
25565665	2015 Jul	Mouse
25559623	2015	Mouse
26980374	2016 Mar 15	Mouse
26980243	2016 Mar 15	Mouse
26975998	2016 Mar 14	Mouse
25550340	2016 Mar	Mouse
25549200	2015 Mar	Mouse
25545425	2015 Apr	Mouse
25541297	2015 Apr	Mouse
25529198	2015 Mar	Mouse
25521919	2015 Mar	Mouse
25519508	2015 May 1	Mouse
25518303	2014 Aug	Mouse
25517798	2015 Apr	Mouse
25516005	2014 Dec 17	Mouse
25498590	2015 Mar	Mouse
25491303	2014 Dec 10	Mouse
25475114	2016 Feb	Mouse
25469820	2015 Mar	Mouse
25453723	2015 Feb	Mouse
25450854	2015 Feb	Mouse
25435386	2015 Jan 2	Mouse
25415768	2014 Dec 23	Mouse
25415394	2015 Aug	Mouse
25412149	2015 Mar	Mouse
25410618	2015 Mar	Mouse
25410057	2015 Feb	Mouse
25403236	2014 Nov 17	Mouse
25385707	2015 Feb	Mouse
25385580	2014 Nov 25	Mouse
25378349	2016 Jan	Mouse
25374446	2014	Mouse
25371442	2016 Jan	Mouse
25368604	2014	Mouse
25366485	2014	Mouse
25341039	2014 Oct 23	Mouse
25340802	2014 Oct 23	Mouse
25332857	2014	Mouse
25331977	2015 Feb	Mouse
25331953	2014 Dec 12	Mouse
25331050	2015	Mouse
25331049	2015	Mouse
25330932	2015 Feb	Mouse
25330343	2014 Nov 26	Mouse
25328086	2015 Feb	Mouse
25321476	2014 Oct 16	Mouse
25311550	2015 Jan 25	Mouse
25299541	2015 Aug	Mouse
25287160	2014 Dec 1	Mouse
25278057	2014 Oct	Mouse
25278053	2014 Oct	Mouse
25257317	2015 Jan	Mouse
25247198	2014	Mouse
25242079	2014	Mouse
25238962	2014 Nov 15	Mouse
25236536	2014 Dec	Mouse
25219368	2015 Jan	Mouse
25200274	2014 Dec	Mouse
25198230	2014 Sep	Mouse
25196583	2014 Dec	Mouse
25196420	2014 Dec	Mouse
25191747	2014	Mouse
25188282	2014	Mouse
25180294	2016 Jan	Mouse
25179389	2014 Oct	Mouse
25176127	2014 Oct 23	Mouse
25176059	2014 Dec	Mouse
25169730	2015 Dec	Mouse
25158232	2014 Aug 25	Mouse
25135253	2015 Dec	Mouse
25135252	2014 Nov	Mouse
25128628	2014 Nov	Mouse
25125695	2015 Dec	Mouse
25118941	2014 Oct	Mouse
25115332	2014 Aug 12	Mouse
25100783	2014 Aug 6	Mouse
25096601	2015 Jan	Mouse
25091889	2014 Jul	Mouse
25086402	2014 Nov	Mouse
25080367	2014 Nov	Mouse
25078097	2014 Dec	Mouse
25078095	2015 Feb	Mouse
25064117	2014	Mouse
25047750	2014 Nov	Mouse
25047145	2014 Nov	Mouse
25046534	2014 Nov	Mouse
25015373	2015 Nov	Mouse
25008209	2014 Sep	Mouse
24999110	2014 Aug	Mouse
24998927	2014 Apr 23	Mouse
24987156	2014 Dec	Mouse
24984954	2014 Jul 1	Mouse
24981112	2014	Mouse
24966254	2014 Jul	Mouse
24966136	2014 Oct	Mouse
24964749	2014 Oct	Mouse
24957638	2015 Feb	Mouse
24943990	2014 Oct	Mouse
24936585	2015 Oct	Mouse
24935926	2014 Jul 15	Mouse
24933511	2014 Aug	Mouse
24928920	2014	Mouse
24928913	2014	Mouse
24928317	2014 Aug	Mouse
24926875	2014	Mouse
24912814	2014 Aug	Mouse
24907345	2014 Jul 1	Mouse
24905701	2014 Aug	Mouse
24895296	2014 Sep	Mouse
24892719	2014 Sep	Mouse
24881106	2014	Mouse
24875054	2014	Mouse
24867294	2014 Aug	Mouse
24859058	2014 Aug	Mouse
24852699	2014 Jul	Mouse
24848439	2014 Sep	Mouse
24838610	2014 Sep	Mouse
24834922	2014 Jul	Mouse
24830649	2014 Jul-Aug	Mouse
24822272	2014 Apr	Mouse
24819400	2014 Sep	Mouse
24813051	2014 Sep	Mouse
24811827	2014 Aug	Mouse
24795271	2014 Jul	Mouse
24792211	2014 Oct	Mouse
24786088	2014 Apr 28	Mouse
24769231	2014 Jul	Mouse
24767864	2014 Aug	Mouse
24760110	2014 Aug	Mouse
24757139	2014 Apr	Mouse
24757033	2014 Aug	Mouse
24747174	2014 Jun	Mouse
24747173	2014 Jun	Mouse
24741569	2014	Mouse
24737908	2014 May	Mouse
24727161	2014 Jul	Mouse
24714625	2014 Nov	Mouse
24713355	2015 Aug	Mouse
24712867	2014 Sep	Mouse
24704496	2014 Jun	Mouse
24703622	2014 Jul	Mouse
24692243	2014 Aug	Mouse
24687997	2014 Oct	Mouse
24678741	2014 Mar 29	Mouse
24670222	2014 Mar 27	Mouse
24658359	2014	Mouse
24651621	2015 Jul	Mouse
24641944	2015 Jul	Mouse
24641725	2014 Mar 19	Mouse
24638128	2014 Feb 25	Mouse
24636482	2015 Jan	Mouse
24630964	2014 May 25	Mouse
24626785	2014 May	Mouse
24623711	2014 Jul	Mouse
24623505	2014 Nov	Mouse
24620998	2014 Mar 13	Mouse
24588081	2014 Jul	Mouse
24582795	2014 Apr 2	Mouse
24579704	2014 Jul 7	Mouse
24578214	2014 Jul	Mouse
24577103	2014 Apr 4	Mouse
24574226	2014 Mar	Mouse
24574225	2014 Mar	Mouse
24574224	2014 Mar	Mouse
24572376	2014 Feb 27	Mouse
24566851	2014 May	Mouse
24558358	2014	Mouse
24556692	2014 Feb 20	Mouse
24550287	2014 Feb 18	Mouse
24529376	2014 Feb 13	Mouse
24502636	2014 Feb	Mouse
24497499	2014 May	Mouse
24490617	2014 Feb 4	Mouse
24486342	2014 Apr	Mouse
24482165	2014	Mouse
24479481	2014 Jan 31	Mouse
24479426	2014 Jan 31	Mouse
24473905	2014 Aug	Mouse
24470419	2014 Mar 6	Mouse
24470303	2014 May	Mouse
24470226	2014 May	Mouse
24466161	2014	Mouse
24463008	2014 May	Mouse
24457103	2014 Mar	Mouse
24453178	2014 Mar	Mouse
24449579	2014 Jan	Mouse
24449269	2014 Jan 15	Mouse
24448347	2015 Jun	Mouse
24438745	2014 Jan 20	Mouse
24428864	2014 Jan 15	Mouse
24418675	2014 Mar	Mouse
24418674	2014 Mar	Mouse
24401101	2014 May	Mouse
24392129	2014	Mouse
24386478	2013	Mouse
26155113	2014	Mouse
26120493	2014	Mouse
26069685	2014 Jan	Mouse
24373735	2014 Jan 15	Mouse
24365198	2014 Jan	Mouse
24353248	2014	Mouse
24347567	2015 Mar	Mouse
24344131	2014 Jan 31	Mouse
24339176	2014 Feb	Mouse
24333297	2014 Feb	Mouse
24323070	2014 Jan	Mouse
24321436	2014 Jan	Mouse
24316289	2014 Feb	Mouse
24312420	2013	Mouse
24309371	2014 Feb	Mouse
24297380	2015 Feb	Mouse
24296676	2014 Jan	Mouse
24289792	2013 Oct 9	Mouse
24286458	2013 Nov 4	Mouse
24280247	2014 Feb	Mouse
24269635	2014 Jan	Mouse
24257023	2015 Jan	Mouse
24248346	2013 Dec 3	Mouse
24241034	2014 Mar	Mouse
24199619	2013 Nov 7	Mouse
24194321	2014	Mouse
24185109	2014 Jan	Mouse
24185105	2014 Jan	Mouse
24184155	2014 Feb	Mouse
24180431	2013 Nov 1	Mouse
24167068	2014 Feb	Mouse
24166243	2013 Dec	Mouse
24161707	2013 Dec	Mouse
24161698	2014 Jan	Mouse
24135912	2014 May	Mouse
24120491	2013 Dec	Mouse
24111862	2013 Oct	Mouse
24108661	2014 Jan	Mouse
24108368	2013 Oct 8	Mouse
24098149	2013	Mouse
24096178	2013 Dec	Mouse
24095939	2015 Jan	Mouse
24091160	2013 Dec	Mouse
24086840	2013 Aug	Mouse
24056368	2013 Nov 8	Mouse
24044578	2014 Feb	Mouse
24041966	2013 Dec	Mouse
24022823	2013 Dec	Mouse
24019199	2014 Jan	Mouse
24018042	2013 Dec	Mouse
24016310	2013 Oct	Mouse
24007463	2013 Sep 5	Mouse
24002865	2013 Nov 6	Mouse
23984453	2013 Aug	Mouse
23983046	2013 Dec	Mouse
23982761	2013 Dec	Mouse
23973525	2013 Oct 1	Mouse
23973150	2013 Sep	Mouse
23963448	2013 Oct 4	Mouse
23958822	2013 Nov	Mouse
23954701	2013 Nov	Mouse
23954517	2013 Nov	Mouse
23951406	2013 Aug 15	Mouse
23951098	2013	Mouse
23939426	2013 Aug 9	Mouse
23928557	2014 Aug	Mouse
23918694	2013 Nov	Mouse
23912900	2014 Mar	Mouse
23903061	2013	Mouse
23896777	2013 Sep	Mouse
23895679	2014	Mouse
23883619	2013 Jul 25	Mouse
23861563	2013	Mouse
23852692	2014 Sep	Mouse
23843355	2013 Oct	Mouse
23839930	2013 Oct	Mouse
23817999	2013 Oct	Mouse
23791756	2013 Oct	Mouse
23782924	2013 Jun 19	Mouse
23778340	2013 Apr	Mouse
23777533	2013 Jul	Mouse
23773816	2013 Sep	Mouse
23762114	2013	Mouse
23756208	2013 Oct	Mouse
23755017	2013	Mouse
23750475	2013 Jun	Mouse
23744481	2013 Dec	Mouse
23744273	2013 Sep	Mouse
23740825	2013 Sep	Mouse
23723318	2014 Jul	Mouse
23715552	2013 Jun	Mouse
23705804	2013	Mouse
23688035	2013 May 20	Mouse
23685840	2013 Jun	Mouse
23666827	2013 Aug	Mouse
23658491	2013	Mouse
23625977	2014 May	Mouse
23624390	2013 Aug	Mouse
23623324	2013 Jul	Mouse
23606170	2013 Jul	Mouse
23595953	2013 Dec	Mouse
23593289	2013	Mouse
23590340	2013 Jun	Mouse
23587642	2013 Dec	Mouse
23585475	2013 May	Mouse
23575963	2013 Jul	Mouse
23567033	2013 Jun 21	Mouse
23552998	2013 Jul	Mouse
24937860	2013 Apr	Mouse
23534442	2013 Apr 25	Mouse
23530215	2013 Apr 9	Mouse
23530037	2013 May 10	Mouse
23518238	2013 Sep	Mouse
23511227	2014 Jan	Mouse
23505234	2014 Jan	Mouse
23497529	2013 Mar 9	Mouse
23486780	2013 Mar 13	Mouse
23468973	2013	Mouse
23467034	2013 May	Mouse
23436303	2013 Jun	Mouse
23436205	2013 Jun	Mouse
23417988	2013 Nov	Mouse
23414097	2013 Mar	Mouse
23391443	2013 Apr 28	Mouse
23389752	2013 Feb 7	Mouse
23382930	2013	Mouse
23375622	2013 Apr	Mouse
23374428	2013 Apr	Mouse
23371349	2013 May	Mouse
23356643	2013 Jan 29	Mouse
23339896	2013 Apr 24	Mouse
23339021	2013 Sep	Mouse
23319657	2013 Jan 29	Mouse
23313477	2013 Feb 8	Mouse
23310948	2013 Apr	Mouse
23298463	2013 Jan 8	Mouse
23297404	2013 Feb 22	Mouse
23295731	2013 Apr 24	Mouse
23291184	2013 Feb 1	Mouse
23285079	2012	Mouse
23280308	2013 Apr	Mouse
27006923	2013	Mouse
25003010	2013	Mouse
23268369	2013 Sep 1	Mouse
23261541	2013 Mar 10	Mouse
23257244	2013 Mar	Mouse
23248728	2012	Mouse
23233348	2013 Mar	Mouse
23233327	2013 Mar	Mouse
23233270	2013 Mar	Mouse
23231346	2013 Sep	Mouse
23219730	2013 Feb	Mouse
23194156	2013 Jan 14	Mouse
23192248	2013 Jan	Mouse
23185004	2012 Dec 11	Mouse
23178209	2013 Feb	Mouse
23174992	2012 Dec 21	Mouse
23173750	2013 Nov	Mouse
23169679	2013 Apr	Mouse
23151457	2013 Feb	Mouse
23151456	2013 Feb	Mouse
23148681	2012 Nov 13	Mouse
23133648	2012	Mouse
23124962	2013 Jan	Mouse
23124828	2013 Jan	Mouse
23124630	2013 Feb	Mouse
23116713	2013 Feb	Mouse
23115336	2012 Nov 20	Mouse
23070644	2012 Nov	Mouse
23069856	2013 Jan	Mouse
23050690	2012 Nov 6	Mouse
23041841	2013 May	Mouse
23011466	2013 Jan	Mouse
22995428	2012 Sep 20	Mouse
22985876	2012 Dec 18	Mouse
22967398	2012 Sep 11	Mouse
22961401	2012 Nov	Mouse
22952769	2012	Mouse
22939867	2012 Nov	Mouse
22936752	2012 Aug 31	Mouse
22933232	2012 Dec	Mouse
22902540	2012 Nov	Mouse
22890185	2012 Nov	Mouse
22889498	2013	Mouse
22885814	2012 Sep	Mouse
22869368	2012 Sep 28	Mouse
22859926	2012 Aug	Mouse
22854286	2012 Sep	Mouse
22850184	2012 Nov	Mouse
22846713	2012 Nov	Mouse
22833446	2012 Nov	Mouse
22833278	2012 Dec	Mouse
22833266	2012 Oct	Mouse
22833219	2012 Dec	Mouse
22832873	2012 Sep	Mouse
22828992	2012 Jul 24	Mouse
22825254	2012 Oct	Mouse
22819243	2012 Oct	Mouse
22818981	2012 Oct	Mouse
22818426	2013 Apr	Mouse
22781206	2012 Oct	Mouse
22777888	2012 Dec	Mouse
22768242	2012	Mouse
22767605	2012 Aug 17	Mouse
22738103	2012 Jun 28	Mouse
22721434	2012 Jun 21	Mouse
22692895	2012 Nov	Mouse
22692007	2012 Sep 1	Mouse
22674505	2012 Oct	Mouse
22674176	2012 Oct	Mouse
22674011	2012 Oct	Mouse
22668504	2012 Aug 1	Mouse
22664108	2012 Jun 29	Mouse
22636321	2012 Aug	Mouse
22629448	2012	Mouse
22623332	2012 Jul 1	Mouse
22609479	2012 Aug	Mouse
22595227	2012 Aug	Mouse
22595226	2012 Aug	Mouse
22576962	2012 Oct	Mouse
22576842	2012 Oct	Mouse
22575362	2012 Jul	Mouse
22572461	2012	Mouse
22566624	2012 May 22	Mouse
22554793	2012 Aug	Mouse
22542924	2012 Aug	Mouse
22539837	2012 Apr 25	Mouse
22531459	2012 Jul	Mouse
22531458	2012 Aug	Mouse
22525135	2012 Jun 28	Mouse
22510396	2012 Jul	Mouse
22491093	2012 May 11	Mouse
22488261	2012 Aug	Mouse
22484689	2012 Jun	Mouse
22459696	2012 May	Mouse
22455987	2012 Apr	Mouse
22448243	2012	Mouse
22447075	2012 Mar 25	Mouse
22444025	2012 May	Mouse
22442340	2012 May	Mouse
22440827	2012 Jun	Mouse
22432033	2012	Mouse
22430489	2012 Apr 9	Mouse
22415882	2012 Jul	Mouse
22414620	2012 Jul	Mouse
22399297	2012 Apr 27	Mouse
22394585	2012 Mar 6	Mouse
22391889	2012 Aug	Mouse
22361237	2012 Jun	Mouse
22343171	2012 May	Mouse
22342421	2012 May	Mouse
22342065	2012 Dec	Mouse
22337563	2012 May	Mouse
22330250	2011 Aug	Mouse
22328140	2012 Aug	Mouse
22308173	2011 Oct 1	Mouse
22307759	2012 Jul	Mouse
22298781	2012 Apr 6	Mouse
22294469	2012 Jul	Mouse
22293673	2012	Mouse
22275233	2012 Jul	Mouse
22271086	2012 Aug	Mouse
22267189	2012 Mar	Mouse
22258484	2012 Apr	Mouse
22225630	2012 Jan 8	Mouse
22197997	2012 Aug	Mouse
22179029	2012 Feb	Mouse
22179028	2012 Feb	Mouse
22173325	2012 Feb	Mouse
22170561	2012 Jun	Mouse
22158614	2012 Jan 27	Mouse
22155431	2012 May	Mouse
22152451	2011	Mouse
22148954	2012	Mouse
22146554	2012 Aug	Mouse
22143922	2012 May	Mouse
22143896	2012 Jun	Mouse
22131019	2012 May	Mouse
22127701	2011 Dec	Mouse
22127696	2011 Dec	Mouse
22122987	2012 Feb	Mouse
22117761	2011	Mouse
22102413	2012 Jan 6	Mouse
22095691	2012 Mar 1	Mouse
22084394	2012 Apr	Mouse
22083516	2012 May	Mouse
22081995	2012 May	Mouse
22076918	2012 Apr	Mouse
22072539	2012 Jun	Mouse
22065367	2012 Mar	Mouse
22057346	2011 Nov 6	Mouse
22051322	2011 Nov 3	Mouse
22034049	2012 Apr	Mouse
22028304	2012 Feb	Mouse
22019508	2011 Dec 8	Mouse
22007227	2011	Mouse
22001658	2012 Feb	Mouse
21982587	2012 Jan	Mouse
21972019	2012 Mar	Mouse
21968827	2012 Feb	Mouse
21965529	2011 Oct 15	Mouse
26069594	2011 Oct	Mouse
21953366	2012 Feb	Mouse
21953304	2011 Dec	Mouse
21937758	2011 Sep 21	Mouse
21917603	2011 Nov	Mouse
21911068	2011 Nov	Mouse
21905020	2012 Feb	Mouse
21905007	2012 Jan	Mouse
21905006	2012 Jan	Mouse
21899735	2011 Sep 7	Mouse
21898359	2012 Jan	Mouse
21890638	2011 Dec 2	Mouse
21887706	2011 Dec	Mouse
21880736	2011 Oct 28	Mouse
21872590	2011 Oct 3	Mouse
21871094	2011 Aug 26	Mouse
21869830	2012 Mar	Mouse
21856950	2011 Sep 6	Mouse
21855682	2011 Sep	Mouse
21855558	2011 Dec 11	Mouse
21847614	2012 May	Mouse
21834068	2011 Nov	Mouse
21804193	2011 Sep	Mouse
21802499	2011 Oct 13	Mouse
21798287	2011 Oct 30	Mouse
21796704	2012 Mar	Mouse
21795282	2011 Sep	Mouse
21775152	2011 Aug 15	Mouse
21749827	2011 Jul	Mouse
21745460	2011 Oct 1	Mouse
21739426	2011 Oct	Mouse
21739421	2011 Nov	Mouse
26069585	2011 Jul	Mouse
21702024	2011 Nov	Mouse
21690378	2011 Jul 5	Mouse
21678482	2012 Jan	Mouse
21652695	2011 Aug 5	Mouse
21643724	2011 Aug	Mouse
21633911	2012 Feb	Mouse
21624478	2011 Aug	Mouse
21619936	2011 Jul	Mouse
21619935	2011 Jul	Mouse
21613312	2011 Sep	Mouse
21590680	2011 Sep	Mouse
21586441	2011 Aug	Mouse
21566131	2011 Jul 22	Mouse
21539915	2011 May	Mouse
21537831	2011 Sep	Mouse
21506092	2011 Aug	Mouse
21474483	2011 Jul	Mouse
21472777	2011 Aug	Mouse
21452283	2011 Aug	Mouse
21437875	2011 Jul	Mouse
21420501	2011 Jun	Mouse
21418601	2011 Mar 20	Mouse
21417219	2011 Apr 28	Mouse
21410959	2011 Mar 16	Mouse
21405978	2011 Oct	Mouse
21383200	2011 Mar 22	Mouse
21376128	2011 Jun	Mouse
21374709	2011 Aug	Mouse
21372000	2011 Jul	Mouse
21360519	2011 Sep	Mouse
22977492	2011 Mar	Mouse
21353395	2011 Apr 15	Mouse
21351054	2011 Feb 24	Mouse
21337391	2011 Apr	Mouse
21325780	2011	Mouse
21312269	2011 Jul	Mouse
21310253	2011 Jun	Mouse
21308980	2011 Apr	Mouse
21305500	2011 Apr	Mouse
21291351	2011 May	Mouse
21290130	2012 May	Mouse
21285164	2011 May	Mouse
21266028	2011	Mouse
21262368	2011 Apr	Mouse
21251990	2011 Apr	Mouse
21239716	2011 Feb 15	Mouse
21216815	2011 Apr	Mouse
21197320	2010 Sep 6	Mouse
21159208	2010 Dec 16	Mouse
21145552	2011 Mar 15	Mouse
21119180	2010 Dec	Mouse
21118138	2010 Dec	Mouse
21110395	2011 Jun	Mouse
21098883	2010 Dec	Mouse
21094690	2011 Feb	Mouse
21094262	2011 Feb	Mouse
21057832	2011 May	Mouse
21036236	2010	Mouse
20954191	2011 Jan	Mouse
20945354	2011 May	Mouse
20943778	2011 Jan	Mouse
20923566	2010	Mouse
20921145	2010 Dec	Mouse
20882669	2011 Jan	Mouse
20864020	2010 Oct	Mouse
20861497	2011 Nov	Mouse
20847738	2010 Oct	Mouse
20843796	2010 Nov 12	Mouse
20840794	2010 Sep 15	Mouse
20820927	2011 Sep	Mouse
20805298	2011 Jan	Mouse
20738224	2010 Dec	Mouse
20708680	2010 Nov 30	Mouse
20701740	2010	Mouse
20669139	2010 Jun	Mouse
20643199	2010 Sep 15	Mouse
20625379	2010 Sep	Mouse
20604941	2010	Mouse
20592283	2010 Aug 1	Mouse
22131742	2010 Jul	Mouse
20584806	2010 Nov	Mouse
20583111	2010 Oct	Mouse
20583100	2010 Oct	Mouse
20556559	2010 Jun	Mouse
20525838	2010 Aug	Mouse
20518074	2010 Sep	Mouse
20516192	2010 Jun 1	Mouse
20506524	2010 Jul	Mouse
20506309	2010 Jul	Mouse
20506224	2010 Jul	Mouse
20506210	2010 Aug	Mouse
20506137	2010 Aug	Mouse
20498218	2010 Oct	Mouse
20495570	2010 Jun	Mouse
20495569	2010 Jun	Mouse
20479257	2010 Jun 1	Mouse
20474087	2010 Jan	Mouse
20472086	2010 Aug	Mouse
20466812	2010 Jun 1	Mouse
20460191	2010 Jun	Mouse
20432462	2010 Sep	Mouse
20376510	2010 Nov	Mouse
20360435	2010 Jul	Mouse
20350782	2010 May	Mouse
20346402	2010 Jul	Mouse
20309955	2010 Oct	Mouse
20238298	2010 May	Mouse
20201078	2010 Jun	Mouse
20196782	2009 Sep	Mouse
20187655	2010 May 21	Mouse
20187155	2010 Mar	Mouse
20187128	2010 Mar	Mouse
20181277	2010	Mouse
20155835	2010 May	Mouse
20133709	2010 Feb 23	Mouse
20131274	2010 Apr	Mouse
20131235	2010 Mar	Mouse
20112372	2010 Feb	Mouse
20112360	2010 Feb	Mouse
20112357	2010 Feb	Mouse
20111593	2010 Jan 25	Mouse
20110518	2010 Mar	Mouse
20110505	2010 Jan 29	Mouse
20105291	2010	Mouse
20104937	2010 Feb 1	Mouse
20101617	2010 Apr	Mouse
20093129	2010 Feb 27	Mouse
22778804	2010 Jan 20	Mouse
20077500	2010 Mar	Mouse
20054692	2011 May	Mouse
20052601	2010 Jul	Mouse
20043873	2010 Jan 29	Mouse
22163547	2010	Mouse
21368873	2010 Nov 11	Mouse
20036347	2010 Apr	Mouse
20035055	2010 Feb	Mouse
20033473	2010 May	Mouse
20021689	2009 Dec 19	Mouse
19950295	2009 Dec	Mouse
19950019	2010	Mouse
19944200	2010 Mar	Mouse
19932218	2010 Jan	Mouse
19921088	2010 Jan	Mouse
19918048	2010 Jan	Mouse
19915594	2009 Dec	Mouse
19896116	2009 Dec	Mouse
19877062	2009 Nov	Mouse
19877043	2009 Nov	Mouse
19833177	2010 Jan 29	Mouse
19808781	2010 Jan 1	Mouse
19805379	2009 Sep 29	Mouse
19790076	2009 Oct	Mouse
19790074	2009 Oct	Mouse
19790065	2009 Oct	Mouse
19790050	2009 Oct	Mouse
19786147	2010 Jan	Mouse
19771181	2009 Sep 7	Mouse
19770515	2009 Oct	Mouse
19765281	2009	Mouse
19747998	2010 Jun	Mouse
19714635	2009 Sep	Mouse
19714629	2009 Sep	Mouse
19704783	2008	Mouse
19684582	2009 Sep	Mouse
19644889	2009 Aug	Mouse
19637060	2009	Mouse
19632680	2009 Aug 25	Mouse
19615963	2009 Dec	Mouse
19604444	2009 May-Jun	Mouse
19587162	2009 Jun	Mouse
19565484	2009 Jul	Mouse
19565481	2009 Jul	Mouse
19562571	2009 Dec	Mouse
19526482	2009 Oct	Mouse
19504467	2010 Feb	Mouse
19494318	2009 Jun 15	Mouse
19491304	2009 Aug	Mouse
19486942	2009 Jul	Mouse
19485522	2009 May	Mouse
19481620	2009 Sep	Mouse
19481076	2009 Aug 15	Mouse
19478656	2009 Jun 1	Mouse
19448342	2009 Apr	Mouse
19427928	2009 Oct	Mouse
19410028	2009 Oct	Mouse
19405002	2009 May 15	Mouse
19404941	2009 May	Mouse
19379487	2009 Apr 20	Mouse
19364543	2009 Aug	Mouse
19343112	2009	Mouse
19342682	2009 Apr 15	Mouse
19332175	2009 Sep	Mouse
19328881	2009 Aug	Mouse
19307458	2009 Jun	Mouse
19301580	2009 Jan	Mouse
19296087	2009 Jun	Mouse
19265849	2009 Mar	Mouse
19265839	2009 Mar	Mouse
19254740	2009 Aug	Mouse
19248115	2009 Mar	Mouse
19230720	2009 Jul	Mouse
19229324	2009	Mouse
19213744	2010 Jan	Mouse
19195025	2009 Aug	Mouse
19180491	2009 Feb	Mouse
19180479	2009 Feb	Mouse
19173746	2009	Mouse
19165732	2009 Aug	Mouse
19147955	2008 Oct-Dec	Mouse
19146892	2009 Apr 2	Mouse
19139395	2009 Jan 27	Mouse
19136283	2009 Jun	Mouse
19135797	2009 Mar	Mouse
19135244	2009 Mar	Mouse
19116932	2009 Jan	Mouse
19116917	2009 Jan	Mouse
19116905	2009 Jan	Mouse
19095472	2009 May	Mouse
19070514	2009 Jun	Mouse
19035511	2008 Dec	Mouse
19027328	2009 May	Mouse
19017993	2008 Dec 1	Mouse
19016582	2009 Jan	Mouse
19010693	2009 May	Mouse
19010067	2009 May	Mouse
19001550	2009 Jan	Mouse
18991285	2008 Nov	Mouse
18979157	2008	Mouse
18975335	2008 Nov	Mouse
18975318	2008 Nov	Mouse
18974013	2009 Apr	Mouse
18958885	2008 Oct	Mouse
18947434	2008	Mouse
18849588	2008 Sep 1	Mouse
18836240	2008	Mouse
18836239	2008	Mouse
18836236	2008	Mouse
18836232	2008	Mouse
18835879	2008 Dec	Mouse
18821706	2008 Oct	Mouse
18821694	2008 Oct	Mouse
18821665	2008 Oct	Mouse
18819822	2009 Mar	Mouse
18799089	2008 Jul-Aug	Mouse
18789726	2009 Mar	Mouse
18789153	2008	Mouse
18786831	2008 Sep 15	Mouse
